Variable name,"var_availability (this was calculated using the full final_dataset.csv, with all subjects)",Category of variable,Sub-category of variable,Metadata: CRFNAME,Metadata: TEXT,Key variable,
ITEM__ADAS_Q8_WL2_Reminder_W23_passenger,13.66599799,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. Reminder menas these columsn store whether or not a participant was given a reminder,,
ITEM__ADAS_Q8_WL2_Reminder_W24_acid,13.66599799,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. Reminder menas these columsn store whether or not a participant was given a reminder,,
ITEM__ADAS_Q8_WL3_REC_W1_silence,4.764292879,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. REC means these columns store responses as to whether the participant recalled the word,,
ITEM__ADAS_Q8_WL3_REC_W2_elbow,4.764292879,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. REC means these columns store responses as to whether the participant recalled the word,,
ITEM__ADAS_Q8_WL3_REC_W3_daughter,4.764292879,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. REC means these columns store responses as to whether the participant recalled the word,,
ITEM__ADAS_Q8_WL3_REC_W4_powder,4.764292879,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. REC means these columns store responses as to whether the participant recalled the word,,
ITEM__ADAS_Q8_WL3_REC_W5_canal,4.764292879,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. REC means these columns store responses as to whether the participant recalled the word,,
ITEM__ADAS_Q8_WL3_REC_W6_forehead,4.764292879,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. REC means these columns store responses as to whether the participant recalled the word,,
ITEM__ADAS_Q8_WL3_REC_W7_tiger,4.764292879,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. REC means these columns store responses as to whether the participant recalled the word,,
ITEM__ADAS_Q8_WL3_REC_W8_twilight,4.764292879,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. REC means these columns store responses as to whether the participant recalled the word,,
ITEM__ADAS_Q8_WL3_REC_W9_dragon,4.764292879,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. REC means these columns store responses as to whether the participant recalled the word,,
ITEM__ADAS_Q8_WL3_REC_W10_chamber,4.764292879,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. REC means these columns store responses as to whether the participant recalled the word,,
ITEM__ADAS_Q8_WL3_REC_W11_sister,4.764292879,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. REC means these columns store responses as to whether the participant recalled the word,,
ITEM__ADAS_Q8_WL3_REC_W12_beggar,4.764292879,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. REC means these columns store responses as to whether the participant recalled the word,,
ITEM__ADAS_Q8_WL3_REC_W13_echo,4.764292879,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. REC means these columns store responses as to whether the participant recalled the word,,
ITEM__ADAS_Q8_WL3_REC_W14_nephew,4.764292879,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. REC means these columns store responses as to whether the participant recalled the word,,
ITEM__ADAS_Q8_WL3_REC_W15_duty,4.764292879,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. REC means these columns store responses as to whether the participant recalled the word,,
ITEM__ADAS_Q8_WL3_REC_W16_village,4.764292879,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. REC means these columns store responses as to whether the participant recalled the word,,
ITEM__ADAS_Q8_WL3_REC_W17_corner,4.764292879,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. REC means these columns store responses as to whether the participant recalled the word,,
ITEM__ADAS_Q8_WL3_REC_W18_olive,4.764292879,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. REC means these columns store responses as to whether the participant recalled the word,,
ITEM__ADAS_Q8_WL3_REC_W19_music,4.764292879,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. REC means these columns store responses as to whether the participant recalled the word,,
ITEM__ADAS_Q8_WL3_REC_W20_courage,4.764292879,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. REC means these columns store responses as to whether the participant recalled the word,,
ITEM__ADAS_Q8_WL3_REC_W21_bushel,4.764292879,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. REC means these columns store responses as to whether the participant recalled the word,,
ITEM__ADAS_Q8_WL3_REC_W22_ribbon,4.764292879,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. REC means these columns store responses as to whether the participant recalled the word,,
ITEM__ADAS_Q8_WL3_REC_W23_object,4.764292879,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. REC means these columns store responses as to whether the participant recalled the word,,
ITEM__ADAS_Q8_WL3_REC_W24_collar,4.764292879,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. REC means these columns store responses as to whether the participant recalled the word,,
ITEM__ADAS_Q8_WL3_Reminder_W1_silence,4.789368104,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. Reminder menas these columsn store whether or not a participant was given a reminder,,
ITEM__ADAS_Q8_WL3_Reminder_W2_elbow,4.789368104,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. Reminder menas these columsn store whether or not a participant was given a reminder,,
ITEM__ADAS_Q8_WL3_Reminder_W3_daughter,4.789368104,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. Reminder menas these columsn store whether or not a participant was given a reminder,,
ITEM__ADAS_Q8_WL3_Reminder_W4_powder,4.789368104,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. Reminder menas these columsn store whether or not a participant was given a reminder,,
ITEM__ADAS_Q8_WL3_Reminder_W5_canal,4.789368104,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. Reminder menas these columsn store whether or not a participant was given a reminder,,
ITEM__ADAS_Q8_WL3_Reminder_W6_forehead,4.789368104,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. Reminder menas these columsn store whether or not a participant was given a reminder,,
ITEM__ADAS_Q8_WL3_Reminder_W7_tiger,4.789368104,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. Reminder menas these columsn store whether or not a participant was given a reminder,,
ITEM__ADAS_Q8_WL3_Reminder_W8_twilight,4.789368104,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. Reminder menas these columsn store whether or not a participant was given a reminder,,
ITEM__ADAS_Q8_WL3_Reminder_W9_dragon,4.789368104,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. Reminder menas these columsn store whether or not a participant was given a reminder,,
ITEM__ADAS_Q8_WL3_Reminder_W10_chamber,4.789368104,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. Reminder menas these columsn store whether or not a participant was given a reminder,,
ITEM__ADAS_Q8_WL3_Reminder_W11_sister,4.789368104,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. Reminder menas these columsn store whether or not a participant was given a reminder,,
ITEM__ADAS_Q8_WL3_Reminder_W12_beggar,4.789368104,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. Reminder menas these columsn store whether or not a participant was given a reminder,,
ITEM__ADAS_Q8_WL3_Reminder_W13_echo,4.789368104,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. Reminder menas these columsn store whether or not a participant was given a reminder,,
ITEM__ADAS_Q8_WL3_Reminder_W14_nephew,4.789368104,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. Reminder menas these columsn store whether or not a participant was given a reminder,,
ITEM__ADAS_Q8_WL3_Reminder_W15_duty,4.789368104,NPA,ADAS-Cog,Item Level Data,ADAS: ADAS Q8. WL1-WL3 - indicates which wordlist was used (dependent on timepoint). W1-W14 followed by the word indicates the actual word and its position in the list. Reminder menas these columsn store whether or not a participant was given a reminder,,
